Hardware,Num of Hardware,Framework,Model,Input Length,Output Length,Image Size,Batch Size,Text Tokens,Image Tokens,Multimodal Tokens,Avg Latency,Multimodal Token Throughput,Multimodal Request Throughput
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,1024,1,256,1048576,1048832,2.655613127280958,394949.09451433655,0.3765608739191182
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,1024,1,512,1048576,1049088,5.097886608331464,205788.80634290256,0.19615971810077187
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,1024,1,1024,1048576,1049600,10.004165924658688,104916.29266292974,0.09995835810111446
Nvidia A100 GPU,1,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,1024,1,2048,1048576,1050624,19.840221745000843,52954.246857887396,0.050402662472861265


Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,256,1,256,65536,65792,2.687770843001393,24478.277294849686,0.37205552794944197
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,256,1,512,65536,66048,5.173361604645227,12766.94054030452,0.19329791273474625
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,256,1,1024,65536,66560,10.280605586012825,6474.326774150109,0.09727053446739946
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,256,1,2048,65536,67584,20.564620013620395,3286.4210452338843,0.04862720533312447

Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,512,1,256,262144,262400,2.6659662446472794,98425.85236285196,0.3750985227242834
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,512,1,512,262144,262656,5.160474632323409,50897.64386299171,0.19378062508753546
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,512,1,1024,262144,263168,10.32196428704386,25495.922353686958,0.09688078472187711
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,512,1,2048,262144,264192,20.576406970309716,12839.559422653827,0.04859934980110612

Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,1024,1,256,1048576,1048832,2.6822085136858127,391032.9844411409,0.3728270918899699
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,1024,1,512,1048576,1049088,5.173558344986911,202778.80909887646,0.1932905619918219
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,1024,1,1024,1048576,1049600,10.276500490338853,102135.93635175227,0.09730939057903226
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,1024,1,2048,1048576,1050624,20.72646573399349,50689.97355766598,0.048247492497473864

Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,128,16,4096,262144,266240,5.361623573039348,49656.600537712926,2.984170705391402
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,128,16,8192,262144,270336,8.189188394346274,33011.329936753806,1.9537955691734024
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,128,16,16384,262144,278528,14.230527476097146,19572.570339914688,1.1243434248572315
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,128,16,32768,262144,294912,25.272533791993435,11669.269192685015,0.63309837199897

Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,256,16,4096,1048576,1052672,5.410510180983692,194560.58020181235,2.957207262308675
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,256,16,8192,1048576,1056768,8.474815583710248,124695.10275023003,1.8879466865042094
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,256,16,16384,1048576,1064960,13.880465855356306,76723.64970294168,1.1526990640465997
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,256,16,32768,1048576,1081344,25.35925033867049,42641.00813544363,0.6309334773828662

Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,512,16,4096,4194304,4198400,5.43879756766061,771935.3308834139,2.9418267183056934
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,512,16,8192,4194304,4202496,8.234925646684133,510325.9191772027,1.942944075814764
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,512,16,16384,4194304,4210688,13.87939612136688,303376.8878112631,1.152787906627185
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,512,16,32768,4194304,4227072,25.19020465936046,167806.17931300757,0.6351675270750347

Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,1024,16,4096,16777216,16781312,5.79800956537171,2894322.924236872,2.759567713644198
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,256,256,1024,16,8192,16777216,16785408,8.731422354971679,1922413.9341332372,1.832462037630053
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,512,512,1024,16,16384,16777216,16793600,14.636483891983517,1147379.3927514208,1.0931587202281068
Nvidia A100 GPU,2,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,1024,1024,1024,16,32768,16777216,16809984,26.035442934720777,645657.6921755483,0.6145468713598283

Nvidia A100 GPU,1,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,128,16,4096,262144,266240,6.5981442273284,40350.73966665943,2.4249242588136677

Nvidia A100 GPU,4,vLLM,meta-llama/Llama-3.2-11B-Vision-Instruct,128,128,128,16,4096,262144,266240,4.387192815697442,60685.73030284634,3.646978984546054
